1.0,0.2198095238095237,133.0,1.0
1.0,0.2807619047619046,332.0,1.0
1.0,0.16711111111111113,42.0,1.0
1.0,0.17980952380952384,48.0,1.0
1.0,0.24304761904761893,144.0,1.0
1.0,0.10631951055480462,2.0,1.0
1.0,0.19542857142857145,88.0,1.0
1.0,0.23428571428571413,151.0,1.0
1.0,0.23276190476190473,117.0,1.0
1.0,0.2354285714285713,125.0,1.0
1.0,0.23288888888888878,190.0,1.0
1.0,0.2567619047619047,202.0,1.0
1.0,0.22476190476190466,118.0,1.0
1.0,0.23619047619047606,124.0,1.0
1.0,0.25561904761904763,130.0,1.0
1.0,0.19314285714285717,88.0,1.0
1.0,0.10546321652204,1.0,1.0
1.0,0.20000000000000004,122.0,1.0
1.0,0.12881429681429682,11.0,1.0
1.0,0.21638095238095229,141.0,1.0
1.0,0.19657142857142865,105.0,1.0
1.0,0.18476190476190463,22.0,1.0
1.0,0.121033633033633,15.0,1.0
1.0,0.19847619047619047,53.0,1.0
1.0,0.2190476190476189,84.0,1.0
1.0,0.12151492951492954,5.0,1.0
1.0,0.2788571428571427,212.0,1.0
1.0,0.18971428571428584,87.0,1.0
1.0,0.2293333333333333,113.0,1.0
1.0,0.22971428571428562,91.0,1.0
1.0,0.20076190476190472,67.0,1.0
1.0,0.15089262165423153,9371.0,100.0
