0.0,0.08406881854417274,10000.0,53.0
1.0,0.11550631411931715,0.0,0.0
1.0,0.12716305916305914,31.0,1.0
1.0,0.1948571428571426,246.0,1.0
1.0,0.11136238302909454,0.0,0.0
1.0,0.12132471441751287,0.0,0.0
1.0,0.12902342102342093,21.0,1.0
1.0,0.12309268852922099,0.0,0.0
1.0,0.17180952380952363,151.0,1.0
1.0,0.14498701298701294,22.0,1.0
1.0,0.12003341589934666,0.0,0.0
1.0,0.15675036075036053,41.0,1.0
1.0,0.16406349206349183,98.0,1.0
1.0,0.19085714285714261,160.0,1.0
1.0,0.11346133082603659,0.0,0.0
1.0,0.19409523809523788,135.0,1.0
1.0,0.1163870639164756,3.0,1.0
1.0,0.11622745366807816,0.0,0.0
1.0,0.2399999999999996,275.0,1.0
1.0,0.13293018093018083,9.0,1.0
1.0,0.16380952380952363,91.0,1.0
1.0,0.23187301587301554,359.0,1.0
1.0,0.19561904761904736,140.0,1.0
1.0,0.1673015873015871,75.0,1.0
1.0,0.17980952380952359,168.0,1.0
1.0,0.11060614030381152,0.0,0.0
1.0,0.12312798312798312,8.0,1.0
1.0,0.22399999999999967,317.0,1.0
1.0,0.127140801841569,0.0,0.0
1.0,0.1280722870641367,0.0,0.0
1.0,0.14870418470418456,39.0,1.0
1.0,0.1575468975468974,44.0,1.0
1.0,0.1639999999999998,163.0,1.0
1.0,0.1659682539682538,79.0,1.0
1.0,0.10878905166265504,0.0,0.0
0.0,0.09820042551188055,10000.0,59.0
0.0,0.08507539801695323,10000.0,41.0
0.0,0.08815688813761227,10000.0,49.0
0.0,0.0972686274853457,10000.0,49.0
0.0,0.08950854643999864,10000.0,52.0
