1.0,0.1505555555555554,44.0,1.0
1.0,0.1533333333333332,43.0,1.0
1.0,0.12124400356975396,0.0,0.0
1.0,0.14256854256854248,29.0,1.0
1.0,0.10300889034837071,1.0,1.0
1.0,0.19119047619047608,123.0,1.0
1.0,0.11751693438999933,0.0,0.0
1.0,0.23595238095238075,292.0,1.0
1.0,0.11693195693195693,8.0,1.0
1.0,0.2504761904761903,267.0,1.0
1.0,0.1286652236652236,16.0,1.0
1.0,0.19865079365079352,180.0,1.0
1.0,0.1629365079365078,56.0,1.0
1.0,0.11441172780230276,0.0,0.0
1.0,0.11981962481962476,11.0,1.0
1.0,0.17063492063492053,69.0,1.0
1.0,0.1688888888888888,69.0,1.0
1.0,0.1409595959595959,46.0,1.0
1.0,0.16087301587301572,66.0,1.0
1.0,0.1857142857142856,155.0,1.0
1.0,0.13386724386724383,27.0,1.0
1.0,0.16865079365079355,64.0,1.0
1.0,0.14400432900432897,21.0,1.0
1.0,0.1753174603174602,86.0,1.0
1.0,0.19023809523809507,207.0,1.0
1.0,0.17571428571428555,88.0,1.0
1.0,0.21238095238095217,300.0,1.0
1.0,0.17999999999999988,73.0,1.0
1.0,0.15507936507936496,72.0,1.0
1.0,0.11722388722388721,7.0,1.0
1.0,0.15984126984126967,40.0,1.0
0.0,0.09760938579824024,10000.0,45.0
0.0,0.09730837517726733,10000.0,51.0
0.0,0.08609768503334252,10000.0,50.0
